title,price_ngn,listing_type,area,neighbourhood,address,bedrooms,bathrooms,toilets,property_type,description,pid,date_added,last_updated,source_url,price_million_ngn,price_formatted
Newly Built 4 Bedroom Terraced Duplex With Bq,245000000,Sale,Apo,Apo,Gudu Apo Abuja,4,4,5,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2NRPA,2025-10-15,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-gudu-apo-abuja-2NRPA,245.0,"₦245,000,000"
4 Bedroom Detached Bungalow With Bq,145000000,Sale,Apo,Apo,By Cedar Crest Hospital Apo Abuja,4,4,5,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2NYRM,2026-01-02,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-by-cedar-crest-hospital-apo-abuja-2NYRM,145.0,"₦145,000,000"
3 Bedroom Detached Bungalow With Bq,115000000,Sale,Apo,Apo,Wumba Apo Abuja,3,3,4,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7PJAT,2026-03-27,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-wumba-apo-abuja-7PJAT,115.0,"₦115,000,000"
4 Bedroom Semi Detached Duplex With Bq,250000000,Sale,Apo,Apo,Apo Abuja,4,4,4,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PJAS,2026-03-27,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-apo-abuja-1PJAS,250.0,"₦250,000,000"
4 Bedroom Terrace Duplex With Bq,300000000,Sale,Apo,Apo,Apo Abuja,4,4,4,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2PJGX,2026-03-30,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-apo-abuja-2PJGX,300.0,"₦300,000,000"
Newly Built 5 Bedroom,220000000,Sale,Apo,Apo,Larinx Home Close To Chris Land School Apo Abuja,5,5,6,House,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PLUX,2026-04-22,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-larinx-home-close-to-chris-land-school-apo-abuja-1PLUX,220.0,"₦220,000,000"
3 Bedroom Fully Detached Bungalow With Boys Quarters,170000000,Sale,Apo,Apo,"Estate By Ceder Crest Hospital, Apo Abuja",3,3,4,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8NMAD,2025-09-02,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-estate-by-ceder-crest-hospital-apo-abuja-8NMAD,170.0,"₦170,000,000"
Newly Built 3 Bedroom Flat With Bq,170000000,Sale,Apo,Apo,Not Far From Gudu Junction Apo Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8NPFZ,2025-09-24,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-not-far-from-gudu-junction-apo-abuja-8NPFZ,170.0,"₦170,000,000"
3 Bedroom Semi Detached Duplex With A Bq,160000000,Sale,Apo,Apo,Rockvale Manor Estate Apo Abuja,3,3,4,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2NNSA,2025-09-17,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-rockvale-manor-estate-apo-abuja-2NNSA,160.0,"₦160,000,000"
5 Bedroom Duplex With A Bq,490000000,Sale,Apo,Apo,Apo Resettlement Apo Abuja,5,5,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",9NCPM,2025-06-20,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-apo-resettlement-apo-abuja-9NCPM,490.0,"₦490,000,000"
3 Bedroom Flat,80000000,Sale,Apo,Apo,"In An Estate At Apo/Wumba, Apo Abuja",3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",3NKJZ,2025-08-19,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-in-an-estate-at-apo-wumba-apo-abuja-3NKJZ,80.0,"₦80,000,000"
Newly Built 4 Bedroom Detached Duplex With A Bq,300000000,Sale,Apo,Apo,"Apo Resettlement By The New Express, Apo Abuja",4,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7PAAN,2026-01-16,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-apo-resettlement-by-the-new-express-apo-abuja-7PAAN,300.0,"₦300,000,000"
4 Bedroom Terraced Duplex With A Bq,300000000,Sale,Apo,Apo,Apo Abuja,4,4,4,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8PFGZ,2026-03-03,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-apo-abuja-8PFGZ,300.0,"₦300,000,000"
A Newly Built 4 Bedroom Detached Duplex With A Bq,300000000,Sale,Karsana,Karsana,Karsana Abuja,4,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0PLZZ,2026-04-23,2026-04-26,https://www.propertypro.ng/property/4-bedroom-house-for-sale-karsana-abuja-0PLZZ,300.0,"₦300,000,000"
Newly Built 1 Bedroom Bungalow With Bq,175000000,Sale,Karsana,Karsana,Efab Verizon Karsana West Karsana Abuja,3,3,4,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",9PFBP,2026-03-01,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-efab-verizon-karsana-west-karsana-abuja-9PFBP,175.0,"₦175,000,000"
Beautiful And Newly 6Bedroom Detached Duplex,370000000,Sale,Karsana,Karsana,In An Estate Gwarimpa Extension Karsana Abuja,6,6,7,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2PLMB,2026-04-19,2026-04-24,https://www.propertypro.ng/property/6-bedroom-house-for-sale-in-an-estate-gwarimpa-extension-karsana-abuja-2PLMB,370.0,"₦370,000,000"
2 Bedroom Flat,670000000,Sale,Karsana,Karsana,Efab Metropolis Estate Karsana District Karsana Abuja,5,5,5,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",9NWAZ,2025-11-29,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-efab-metropolis-estate-karsana-district-karsana-abuja-9NWAZ,670.0,"₦670,000,000"
Distress New 5 Bedroom Detached Duplex With Bq,330000000,Sale,Karsana,Karsana,"Karsana Efab Metropolis, Karsana Abuja",5,5,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0PERF,2026-02-25,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-karsana-efab-metropolis-karsana-abuja-0PERF,330.0,"₦330,000,000"
Bungalow,260000000,Sale,Karsana,Karsana,Efab Queens Karsana Abuja,3,3,4,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PFFE,2026-03-02,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-efab-queens-karsana-abuja-1PFFE,260.0,"₦260,000,000"
Spacious 5 Bedroom Detached Duplex With Bq,550000000,Sale,Karsana,Karsana,"Karsana Efab Metropolis, Karsana Abuja",5,5,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0PCMU,2026-02-08,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-karsana-efab-metropolis-karsana-abuja-0PCMU,550.0,"₦550,000,000"
3 Bedroom Bungalow With Bq,165000000,Sale,Karsana,Karsana,"Efab Verizon,Karsana District Karsana Abuja",3,3,4,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5NSRU,2025-10-25,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-efab-verizonkarsana-district-karsana-abuja-5NSRU,165.0,"₦165,000,000"
Newly Built 5 Bedroom Detached Duplex With Bq,330000000,Sale,Karsana,Karsana,Efab Metropolis Estate Karsana Abuja,5,5,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5PCJG,2026-02-06,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-efab-metropolis-estate-karsana-abuja-5PCJG,330.0,"₦330,000,000"
4 Bedroom Terrace Duplex,120000000,Sale,Karsana,Karsana,Karsana Abuja,4,4,5,Terraced Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",6PFKJ,2026-03-04,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-karsana-abuja-6PFKJ,120.0,"₦120,000,000"
5 Bedroom Fully Detached Duplex With 2 Bq,220000000,Sale,Karsana,Karsana,Karsana Abuja,5,6,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PFKJ,2026-03-04,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-karsana-abuja-4PFKJ,220.0,"₦220,000,000"
Standard 3 Bedroom Duplex,110000000,Sale,Karsana,Karsana,Karsana Abuja,3,3,4,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5NPXJ,2025-09-30,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-karsana-abuja-5NPXJ,110.0,"₦110,000,000"
5 Bedroom Detached Duplex With Bq,450000000,Sale,Karsana,Karsana,Karsana Abuja,5,5,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8NNGP,2025-09-14,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-karsana-abuja-8NNGP,450.0,"₦450,000,000"
Newly Built 5 Bedroom,170000000,Sale,Karsana,Karsana,In An Estate Karsana Abuja,5,5,6,House,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",7PLRA,2026-04-20,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-in-an-estate-karsana-abuja-7PLRA,170.0,"₦170,000,000"
Newly Built 2 Bedroom Flat,50000000,Sale,Karsana,Karsana,Opposite Belham Estate Karsana Abuja,2,2,3,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5NEJG,2025-07-04,2026-04-24,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-sale-opposite-belham-estate-karsana-abuja-5NEJG,50.0,"₦50,000,000"
Newly Built 7 Bedroom Detached Apartment,650000000,Sale,Karsana,Karsana,Gwarimpa Karsana Abuja,7,6,6,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5NLMG,2025-08-28,2026-04-24,https://www.propertypro.ng/property/7-bedroom-house-for-sale-gwarimpa-karsana-abuja-5NLMG,650.0,"₦650,000,000"
4 Bedroom Semi Detached Duplex,200000000,Sale,Karsana,Karsana,Karsana Abuja,4,4,5,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",5PFYC,2026-03-09,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-karsana-abuja-5PFYC,200.0,"₦200,000,000"
Very Clean 3 Bedroom,170000000,Sale,Lokogoma,Lokogoma,Lokogoma Abuja,3,3,4,House,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4PKZP,2026-04-14,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-lokogoma-abuja-4PKZP,170.0,"₦170,000,000"
Newly Built 3 Bedroom With A Bq,120000000,Sale,Lokogoma,Lokogoma,Kabusa Garden Estate Lokogoma Abuja,3,3,4,House,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2PKBS,2026-04-06,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-kabusa-garden-estate-lokogoma-abuja-2PKBS,120.0,"₦120,000,000"
Newly Built 4 Bedroom Fully Detached Duplex With Bq,400000000,Sale,Lokogoma,Lokogoma,Lokogoma Abuja,4,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PFNC,2026-03-04,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lokogoma-abuja-1PFNC,400.0,"₦400,000,000"
Newly Built 3 Bedroom Flat,110000000,Sale,Lokogoma,Lokogoma,Sahara 4 Estate Lokogoma Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",9PHCZ,2026-03-18,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-sahara-4-estate-lokogoma-abuja-9PHCZ,110.0,"₦110,000,000"
Newly Built 4 Bedroom Detached Duplex With Bq,300000000,Sale,Lokogoma,Lokogoma,Main Lokogoma Abuja,4,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",9PCYJ,2026-02-12,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-main-lokogoma-abuja-9PCYJ,300.0,"₦300,000,000"
5 Bedroom Detached Duplex With 1 Bq,475000000,Sale,Lokogoma,Lokogoma,"Close To Sunnyvale, Lokogoma Abuja",5,5,6,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",4NYZM,2026-01-06,2026-04-24,https://www.propertypro.ng/property/5-bedroom-house-for-sale-close-to-sunnyvale-lokogoma-abuja-4NYZM,475.0,"₦475,000,000"
Luxurious 4Bedroom Detached Duplex With 2Bq,250000000,Sale,Lokogoma,Lokogoma,Main Lokogoma Abuja,4,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PJSH,2026-04-02,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-main-lokogoma-abuja-1PJSH,250.0,"₦250,000,000"
4 Bedroom Detached Bungalow + 2 Bedroom Bungalow Bq,240000000,Sale,Lokogoma,Lokogoma,Close To Ebeano Suppermarket Lokogoma Abuja,4,4,5,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8NUEX,2025-11-11,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-close-to-ebeano-suppermarket-lokogoma-abuja-8NUEX,240.0,"₦240,000,000"
4 Bedroom Detached Duplex With Bq,350000000,Sale,Lokogoma,Lokogoma,Lokogoma Abuja,4,4,4,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0PJAV,2026-03-27,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lokogoma-abuja-0PJAV,350.0,"₦350,000,000"
Exquisitely Built 4 Bedroom Detached Duplex,200000000,Sale,Lokogoma,Lokogoma,Lokogoma Abuja,4,4,5,Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0PMBT,2026-04-24,2026-04-25,https://www.propertypro.ng/property/4-bedroom-house-for-sale-lokogoma-abuja-0PMBT,200.0,"₦200,000,000"
3 Bedroom Flat,150000000,Sale,Lokogoma,Lokogoma,Along Sunnyvale Estate Road Lokogoma Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",8NJDB,2025-08-06,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-along-sunnyvale-estate-road-lokogoma-abuja-8NJDB,150.0,"₦150,000,000"
4 Bedroom Semi Detached Flat With Maid Room,210000000,Sale,Lokogoma,Lokogoma,"Nelocap Estate, Lokogoma Abuja",4,4,5,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",6NLUB,2025-08-31,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-nelocap-estate-lokogoma-abuja-6NLUB,210.0,"₦210,000,000"
Standard 4 Bedroom Semi Detached Duplex With Bq,180000000,Sale,Lokogoma,Lokogoma,"Close To Sunnyvale Estate, Lokogoma Abuja",4,4,5,Semi-Detached Duplex,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2NQQB,2025-10-06,2026-04-24,https://www.propertypro.ng/property/4-bedroom-house-for-sale-close-to-sunnyvale-estate-lokogoma-abuja-2NQQB,180.0,"₦180,000,000"
3 Bedroom Bungalow,100000000,Sale,Lokogoma,Lokogoma,"Very Close To Sunnyvale Estate, Lokogoma Abuja",3,3,4,Bungalow,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",2NTEF,2025-10-30,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-very-close-to-sunnyvale-estate-lokogoma-abuja-2NTEF,100.0,"₦100,000,000"
Newly Built 3 Bedroom,110000000,Sale,Lokogoma,Lokogoma,Close To Sahara 4 Estate Lokogoma Abuja,3,3,4,House,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",1PKHP,2026-04-09,2026-04-24,https://www.propertypro.ng/property/3-bedroom-house-for-sale-close-to-sahara-4-estate-lokogoma-abuja-1PKHP,110.0,"₦110,000,000"
Newly Built 3 Bedroom Flat,65000000,Sale,Lokogoma,Lokogoma,Lokogoma Abuja,3,3,4,Flat/Apartment,"Safety Tipsdo Not Make Any Inspection Fee Without Seeing The Agent And Property.Only Pay Rental Fee, Sales Fee Or Any Upfront Payment After You Verify The Landlord.Ensure You Meet The Agent In An Open Location.The Agent Does Not Represent Propertypro And Propertypro Is Not Liable For Any Monetary Transaction Between You And The Agent.",0NBZB,2025-06-16,2026-04-24,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lokogoma-abuja-0NBZB,65.0,"₦65,000,000"
